in s,C2 in V
-5.89920E-04,1.150986E+00
-5.89904E-04,1.148544E+00
-5.89888E-04,1.143204E+00
-5.89872E-04,1.148087E+00
-5.89856E-04,1.149612E+00
-5.89840E-04,1.148544E+00
-5.89824E-04,1.148087E+00
-5.89808E-04,1.147171E+00
-5.89792E-04,1.150528E+00
-5.89776E-04,1.151443E+00
-5.89760E-04,1.147171E+00
-5.89744E-04,1.152969E+00
-5.89728E-04,1.148544E+00
-5.89712E-04,1.149002E+00
-5.89696E-04,1.145187E+00
-5.89680E-04,1.140762E+00
-5.89664E-04,1.146103E+00
-5.89648E-04,1.145187E+00
-5.89632E-04,1.145645E+00
-5.89616E-04,1.145187E+00
-5.89600E-04,1.151443E+00
-5.89584E-04,1.146103E+00
-5.89568E-04,1.151443E+00
-5.89552E-04,1.142746E+00
-5.89536E-04,1.149612E+00
-5.89520E-04,1.146103E+00
-5.89504E-04,1.149002E+00
-5.89488E-04,1.148544E+00
-5.89472E-04,1.150528E+00
-5.89456E-04,1.147171E+00
-5.89440E-04,1.145645E+00
-5.89424E-04,1.147629E+00
-5.89408E-04,1.147629E+00
-5.89392E-04,1.141220E+00
-5.89376E-04,1.149612E+00
-5.89360E-04,1.145645E+00
-5.89344E-04,1.148544E+00
-5.89328E-04,1.150070E+00
-5.89312E-04,1.147629E+00
-5.89296E-04,1.146103E+00
-5.89280E-04,1.152512E+00
-5.89264E-04,1.149002E+00
-5.89248E-04,1.139847E+00
-5.89232E-04,1.145645E+00
-5.89216E-04,1.154953E+00
-5.89200E-04,1.150070E+00
-5.89184E-04,1.146561E+00
-5.89168E-04,1.149612E+00
-5.89152E-04,1.144730E+00
-5.89136E-04,1.147629E+00
-5.89120E-04,1.146103E+00
-5.89104E-04,1.144730E+00
-5.89088E-04,1.142746E+00
-5.89072E-04,1.146103E+00
-5.89056E-04,1.143661E+00
-5.89040E-04,1.147171E+00
-5.89024E-04,1.150528E+00
-5.89008E-04,1.139847E+00
-5.88992E-04,1.151443E+00
-5.88976E-04,1.146561E+00
-5.88960E-04,1.144119E+00
-5.88944E-04,1.151443E+00
-5.88928E-04,1.145645E+00
-5.88912E-04,1.140762E+00
-5.88896E-04,1.145187E+00
-5.88880E-04,1.150070E+00
-5.88864E-04,1.146103E+00
-5.88848E-04,1.141220E+00
-5.88832E-04,1.146103E+00
-5.88816E-04,1.142746E+00
-5.88800E-04,1.143661E+00
-5.88784E-04,1.144730E+00
-5.88768E-04,1.143204E+00
-5.88752E-04,1.142288E+00
-5.88736E-04,1.143204E+00
-5.88720E-04,1.144730E+00
-5.88704E-04,1.151443E+00
-5.88688E-04,1.141678E+00
-5.88672E-04,1.143661E+00
-5.88656E-04,1.144730E+00
-5.88640E-04,1.146561E+00
-5.88624E-04,1.147629E+00
-5.88608E-04,1.148544E+00
-5.88592E-04,1.140762E+00
-5.88576E-04,1.143204E+00
-5.88560E-04,1.145645E+00
-5.88544E-04,1.151443E+00
-5.88528E-04,1.147629E+00
-5.88512E-04,1.144119E+00
-5.88496E-04,1.140305E+00
-5.88480E-04,1.147171E+00
-5.88464E-04,1.147171E+00
-5.88448E-04,1.142288E+00
-5.88432E-04,1.142746E+00
-5.88416E-04,1.142288E+00
-5.88400E-04,1.139847E+00
-5.88384E-04,1.146103E+00
-5.88368E-04,1.143204E+00
-5.88352E-04,1.143661E+00
-5.88336E-04,1.141678E+00
-5.88320E-04,1.146561E+00
-5.88304E-04,1.142288E+00
-5.88288E-04,1.146561E+00
-5.88272E-04,1.149612E+00
-5.88256E-04,1.148087E+00
-5.88240E-04,1.149002E+00
-5.88224E-04,1.141678E+00
-5.88208E-04,1.141678E+00
-5.88192E-04,1.148544E+00
-5.88176E-04,1.144119E+00
-5.88160E-04,1.147629E+00
-5.88144E-04,1.146561E+00
-5.88128E-04,1.147629E+00
-5.88112E-04,1.147171E+00
-5.88096E-04,1.143204E+00
-5.88080E-04,1.143661E+00
-5.88064E-04,1.146561E+00
-5.88048E-04,1.140305E+00
-5.88032E-04,1.144119E+00
-5.88016E-04,1.145645E+00
-5.88000E-04,1.145187E+00
-5.87984E-04,1.144119E+00
-5.87968E-04,1.147629E+00
-5.87952E-04,1.143661E+00
-5.87936E-04,1.140305E+00
-5.87920E-04,1.142288E+00
-5.87904E-04,1.136795E+00
-5.87888E-04,1.145645E+00
-5.87872E-04,1.146561E+00
-5.87856E-04,1.146561E+00
-5.87840E-04,1.143661E+00
-5.87824E-04,1.143661E+00
-5.87808E-04,1.145187E+00
-5.87792E-04,1.141220E+00
-5.87776E-04,1.142288E+00
-5.87760E-04,1.138321E+00
-5.87744E-04,1.150528E+00
-5.87728E-04,1.141220E+00
-5.87712E-04,1.144730E+00
-5.87696E-04,1.139236E+00
-5.87680E-04,1.142746E+00
-5.87664E-04,1.140305E+00
-5.87648E-04,1.140305E+00
-5.87632E-04,1.144119E+00
-5.87616E-04,1.139847E+00
-5.87600E-04,1.145645E+00
-5.87584E-04,1.146561E+00
-5.87568E-04,1.143204E+00
-5.87552E-04,1.136795E+00
-5.87536E-04,1.140305E+00
-5.87520E-04,1.147171E+00
-5.87504E-04,1.142746E+00
-5.87488E-04,1.138779E+00
-5.87472E-04,1.141220E+00
-5.87456E-04,1.143661E+00
-5.87440E-04,1.142288E+00
-5.87424E-04,1.143204E+00
-5.87408E-04,1.143661E+00
-5.87392E-04,1.138321E+00
-5.87376E-04,1.142746E+00
-5.87360E-04,1.148544E+00
-5.87344E-04,1.144730E+00
-5.87328E-04,1.150070E+00
-5.87312E-04,1.139236E+00
-5.87296E-04,1.143661E+00
-5.87280E-04,1.137863E+00
-5.87264E-04,1.144119E+00
-5.87248E-04,1.140762E+00
-5.87232E-04,1.149612E+00
-5.87216E-04,1.145187E+00
-5.87200E-04,1.144730E+00
-5.87184E-04,1.144730E+00
-5.87168E-04,1.147629E+00
-5.87152E-04,1.140762E+00
-5.87136E-04,1.145645E+00
-5.87120E-04,1.146103E+00
-5.87104E-04,1.144119E+00
-5.87088E-04,1.144730E+00
-5.87072E-04,1.144119E+00
-5.87056E-04,1.146103E+00
-5.87040E-04,1.149612E+00
-5.87024E-04,1.146103E+00
-5.87008E-04,1.146103E+00
-5.86992E-04,1.147629E+00
-5.86976E-04,1.147171E+00
-5.86960E-04,1.144730E+00
-5.86944E-04,1.141678E+00
-5.86928E-04,1.150986E+00
-5.86912E-04,1.143661E+00
-5.86896E-04,1.144730E+00
-5.86880E-04,1.145645E+00
-5.86864E-04,1.140305E+00
-5.86848E-04,1.139236E+00
-5.86832E-04,1.149612E+00
-5.86816E-04,1.142288E+00
-5.86800E-04,1.144730E+00
-5.86784E-04,1.147629E+00
-5.86768E-04,1.142288E+00
-5.86752E-04,1.144119E+00
-5.86736E-04,1.143661E+00
-5.86720E-04,1.152054E+00
-5.86704E-04,1.144730E+00
-5.86688E-04,1.145645E+00
-5.86672E-04,1.134354E+00
-5.86656E-04,1.148087E+00
-5.86640E-04,1.142746E+00
-5.86624E-04,1.148087E+00
-5.86608E-04,1.141678E+00
-5.86592E-04,1.147171E+00
-5.86576E-04,1.142288E+00
-5.86560E-04,1.138779E+00
-5.86544E-04,1.142288E+00
-5.86528E-04,1.141678E+00
-5.86512E-04,1.138779E+00
-5.86496E-04,1.139236E+00
-5.86480E-04,1.134964E+00
-5.86464E-04,1.144119E+00
-5.86448E-04,1.146103E+00
-5.86432E-04,1.142746E+00
-5.86416E-04,1.144730E+00
-5.86400E-04,1.147629E+00
-5.86384E-04,1.140305E+00
-5.86368E-04,1.140762E+00
-5.86352E-04,1.142288E+00
-5.86336E-04,1.146103E+00
-5.86320E-04,1.142288E+00
-5.86304E-04,1.138779E+00
-5.86288E-04,1.146103E+00
-5.86272E-04,1.149612E+00
-5.86256E-04,1.142288E+00
-5.86240E-04,1.145645E+00
-5.86224E-04,1.147629E+00
-5.86208E-04,1.152054E+00
-5.86192E-04,1.142746E+00
-5.86176E-04,1.143204E+00
-5.86160E-04,1.139236E+00
-5.86144E-04,1.144119E+00
-5.86128E-04,1.145645E+00
-5.86112E-04,1.137405E+00
-5.86096E-04,1.138321E+00
-5.86080E-04,1.143204E+00
-5.86064E-04,1.141220E+00
-5.86048E-04,1.150070E+00
-5.86032E-04,1.140762E+00
-5.86016E-04,1.140305E+00
-5.86000E-04,1.140762E+00
-5.85984E-04,1.139847E+00
-5.85968E-04,1.146103E+00
-5.85952E-04,1.144730E+00
-5.85936E-04,1.138779E+00
-5.85920E-04,1.150528E+00
-5.85904E-04,1.147171E+00
-5.85888E-04,1.140305E+00
-5.85872E-04,1.140305E+00
-5.85856E-04,1.144119E+00
-5.85840E-04,1.142746E+00
-5.85824E-04,1.139236E+00
-5.85808E-04,1.137405E+00
-5.85792E-04,1.145645E+00
-5.85776E-04,1.138321E+00
-5.85760E-04,1.142746E+00
-5.85744E-04,1.140762E+00
-5.85728E-04,1.141220E+00
-5.85712E-04,1.147629E+00
-5.85696E-04,1.140762E+00
-5.85680E-04,1.143204E+00
-5.85664E-04,1.136795E+00
-5.85648E-04,1.143204E+00
-5.85632E-04,1.145187E+00
-5.85616E-04,1.139847E+00
-5.85600E-04,1.141678E+00
-5.85584E-04,1.143661E+00
-5.85568E-04,1.142746E+00
-5.85552E-04,1.144730E+00
-5.85536E-04,1.144119E+00
-5.85520E-04,1.140762E+00
-5.85504E-04,1.138321E+00
-5.85488E-04,1.143661E+00
-5.85472E-04,1.142288E+00
-5.85456E-04,1.141220E+00
-5.85440E-04,1.146561E+00
-5.85424E-04,1.142746E+00
-5.85408E-04,1.137863E+00
-5.85392E-04,1.144730E+00
-5.85376E-04,1.144119E+00
-5.85360E-04,1.142746E+00
-5.85344E-04,1.135880E+00
-5.85328E-04,1.148544E+00
-5.85312E-04,1.143661E+00
-5.85296E-04,1.140762E+00
-5.85280E-04,1.135880E+00
-5.85264E-04,1.148087E+00
-5.85248E-04,1.140305E+00
-5.85232E-04,1.137863E+00
-5.85216E-04,1.141678E+00
-5.85200E-04,1.136337E+00
-5.85184E-04,1.149612E+00
-5.85168E-04,1.141678E+00
-5.85152E-04,1.143204E+00
-5.85136E-04,1.144730E+00
-5.85120E-04,1.143204E+00
-5.85104E-04,1.140305E+00
-5.85088E-04,1.146103E+00
-5.85072E-04,1.137405E+00
-5.85056E-04,1.142288E+00
-5.85040E-04,1.142746E+00
-5.85024E-04,1.148087E+00
-5.85008E-04,1.136795E+00
-5.84992E-04,1.142288E+00
-5.84976E-04,1.141678E+00
-5.84960E-04,1.143661E+00
-5.84944E-04,1.139847E+00
-5.84928E-04,1.138321E+00
-5.84912E-04,1.148087E+00
-5.84896E-04,1.138321E+00
-5.84880E-04,1.143204E+00
-5.84864E-04,1.132980E+00
-5.84848E-04,1.146103E+00
-5.84832E-04,1.138779E+00
-5.84816E-04,1.147171E+00
-5.84800E-04,1.144730E+00
-5.84784E-04,1.139847E+00
-5.84768E-04,1.135880E+00
-5.84752E-04,1.134964E+00
-5.84736E-04,1.140305E+00
-5.84720E-04,1.142288E+00
-5.84704E-04,1.140762E+00
-5.84688E-04,1.143661E+00
-5.84672E-04,1.141220E+00
-5.84656E-04,1.141220E+00
-5.84640E-04,1.147171E+00
-5.84624E-04,1.136795E+00
-5.84608E-04,1.137405E+00
-5.84592E-04,1.139847E+00
-5.84576E-04,1.146103E+00
-5.84560E-04,1.142288E+00
-5.84544E-04,1.137863E+00
-5.84528E-04,1.142288E+00
-5.84512E-04,1.145187E+00
-5.84496E-04,1.140762E+00
-5.84480E-04,1.141220E+00
-5.84464E-04,1.142746E+00
-5.84448E-04,1.142746E+00
-5.84432E-04,1.141678E+00
-5.84416E-04,1.145645E+00
-5.84400E-04,1.147171E+00
-5.84384E-04,1.143661E+00
-5.84368E-04,1.134354E+00
-5.84352E-04,1.144119E+00
-5.84336E-04,1.141220E+00
-5.84320E-04,1.145645E+00
-5.84304E-04,1.137863E+00
-5.84288E-04,1.140305E+00
-5.84272E-04,1.142288E+00
-5.84256E-04,1.138321E+00
-5.84240E-04,1.137863E+00
-5.84224E-04,1.143661E+00
-5.84208E-04,1.137405E+00
-5.84192E-04,1.142288E+00
-5.84176E-04,1.139236E+00
-5.84160E-04,1.142746E+00
-5.84144E-04,1.137863E+00
-5.84128E-04,1.138321E+00
-5.84112E-04,1.134354E+00
-5.84096E-04,1.134354E+00
-5.84080E-04,1.141220E+00
-5.84064E-04,1.138321E+00
