in s,C1 in V
-4.5345109E+00,7.571564E-01
-4.5344414E+00,7.664642E-01
-4.5343718E+00,7.757721E-01
-4.5343022E+00,7.856903E-01
-4.5342326E+00,7.969818E-01
-4.5341630E+00,8.085785E-01
-4.5340934E+00,8.215485E-01
-4.5340239E+00,8.361969E-01
-4.5339543E+00,8.502350E-01
-4.5338847E+00,8.654938E-01
-4.5338151E+00,8.796844E-01
-4.5337455E+00,8.943329E-01
-4.5336759E+00,9.094391E-01
-4.5336064E+00,9.257660E-01
-4.5335368E+00,9.419403E-01
-4.5334672E+00,9.590302E-01
-4.5333976E+00,9.770355E-01
-4.5333280E+00,9.948883E-01
-4.5332584E+00,1.012589E+00
-4.5331888E+00,1.029984E+00
-4.5331193E+00,1.047684E+00
-4.5330497E+00,1.065231E+00
-4.5329801E+00,1.083542E+00
-4.5329105E+00,1.101395E+00
-4.5328409E+00,1.119858E+00
-4.5327713E+00,1.138474E+00
-4.5327018E+00,1.156937E+00
-4.5326322E+00,1.176163E+00
-4.5325626E+00,1.194016E+00
-4.5324930E+00,1.212936E+00
-4.5324234E+00,1.232010E+00
-4.5323538E+00,1.251083E+00
-4.5322843E+00,1.270004E+00
-4.5322147E+00,1.287094E+00
-4.5321451E+00,1.305252E+00
-4.5320755E+00,1.321732E+00
-4.5320059E+00,1.338974E+00
-4.5319363E+00,1.355759E+00
-4.5318668E+00,1.372391E+00
-4.5317972E+00,1.389023E+00
-4.5317276E+00,1.405197E+00
-4.5316580E+00,1.420456E+00
-4.5315884E+00,1.435867E+00
-4.5315188E+00,1.449905E+00
-4.5314492E+00,1.463791E+00
-4.5313797E+00,1.477066E+00
-4.5313101E+00,1.488815E+00
-4.5312405E+00,1.500870E+00
-4.5311709E+00,1.511398E+00
-4.5311013E+00,1.522232E+00
-4.5310317E+00,1.531693E+00
-4.5309622E+00,1.540695E+00
-4.5308926E+00,1.549088E+00
-4.5308230E+00,1.556564E+00
-4.5307534E+00,1.563278E+00
-4.5306838E+00,1.568314E+00
-4.5306142E+00,1.572433E+00
-4.5305447E+00,1.575790E+00
-4.5304751E+00,1.579300E+00
-4.5304055E+00,1.582657E+00
-4.5303359E+00,1.584030E+00
-4.5302663E+00,1.584793E+00
-4.5301967E+00,1.584793E+00
-4.5301272E+00,1.583878E+00
-4.5300576E+00,1.582352E+00
-4.5299880E+00,1.579453E+00
-4.5299184E+00,1.576401E+00
-4.5298488E+00,1.572586E+00
-4.5297792E+00,1.568161E+00
-4.5297096E+00,1.561142E+00
-4.5296401E+00,1.555191E+00
-4.5295705E+00,1.547714E+00
-4.5295009E+00,1.539627E+00
-4.5294313E+00,1.529404E+00
-4.5293617E+00,1.520248E+00
-4.5292921E+00,1.509415E+00
-4.5292226E+00,1.497665E+00
-4.5291530E+00,1.485611E+00
-4.5290834E+00,1.473099E+00
-4.5290138E+00,1.459518E+00
-4.5289442E+00,1.446091E+00
-4.5288746E+00,1.431442E+00
-4.5288051E+00,1.415421E+00
-4.5287355E+00,1.399857E+00
-4.5286659E+00,1.385361E+00
-4.5285963E+00,1.368423E+00
-4.5285267E+00,1.352554E+00
-4.5284571E+00,1.335159E+00
-4.5283876E+00,1.318375E+00
-4.5283180E+00,1.300827E+00
